Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Asset Firmware,Redundant Asset Pair ID (If Applicable),Asset Contact Person,Comments
Site,HYR-STP,RD-HYR-STP-OT-VMD-01,RD-HYR-STP-OT-VMD-01,NOZOMI,Vulnerability Management,Nozomi Networks,NSG-L-100,,2038BA1488,,,-,,
Site,HYR-WTP,RD-HYR-WTP-OT-FW-01,RD-HYR-WTP-OT-FW-01,OT Firewall,OT Firewall,PaloAlto,PA 220,,,,,,,
Site,MLZ-WTP,RD-MLZ-WTP-OT-FW-01,RD-MLZ-WTP-OT-FW-01,OT Firewall,OT Firewall,Palo Alto,PA 220,,12801214662,,,,,
Site,MLZ-WTP,RD-MLZ-WTP-OT-SW-01,RD-MLZ-WTP-OT-SW-01,OT Switch,OT Switch,Cisco,Cisco C1000-24T-4G-L ,,FOC2552Y7GH,,15.2(7)E4,,,
Site,MLZ-WTP,RD-MLZ-WTP-OT-SW-02,RD-MLZ-WTP-OT-SW-02,OT Switch,OT Switch,Cisco,,,,,,,,
Site,MLZ-WTP,RD-MLZ-WTP-OT-VMD-01,RD-MLZ-WTP-OT-VMD-01,NOZOMI,Vulnerability Management,Nozomi Networks,NSG-L-100,,2038BA1475,,,,,
Site,MNF-STP,RD-MNF-STP-OT-FW-01,RD-MNF-STP-OT-FW-01,OT Firewall,OT Firewall,Palo Alto,PA 220,,12801214544,,,,,
Site,MNF-STP,RD-MNF-STP-OT-SW-01,RD-MNF-STP-OT-SW-01,OT Switch,OT Switch,Cisco,Cisco C1000-24T-4G-L ,,FOC2552Y8KM,,15.2(7)E4,,,
Site,MNF-STP,RD-MNF-STP-OT-SW-02,RD-MNF-STP-OT-SW-02,OT Switch,OT Switch,Cisco,Cisco C1000-24T-4G-L ,,FOC2552Y7FF,,15.2(7)E4,,,
Site,MNF-STP,RD-MNF-STP-OT-SW-03,RD-MNF-STP-OT-SW-03,OT Switch,OT Switch,Cisco,,,,,,,,
Site,MNF-STP,RD-MNF-STP-OT-VMD-01,RD-MNF-STP-OT-VMD-01,NOZOMI,Vulnerability Management,Nozomi Networks,NSG-L-100,,2038BA1490,,,,,
Site,MNF-WTP,RD-MNF-WTP-OT-FW-01,RD-MNF-WTP-OT-FW-01,OT Firewall,OT Firewall,Palo Alto,PA 220,,12801214543,,,,,
Site,MNF-WTP,RD-MNF-WTP-OT-SW-01,RD-MNF-WTP-OT-SW-01,OT Switch,OT Switch,Cisco,,,,,,,,
Site,MNF-WTP,RD-MNF-WTP-OT-SW-02,RD-MNF-WTP-OT-SW-02,OT Switch,OT Switch,Cisco,,,,,,,,
Site,MNF-WTP,RD-MNF-WTP-OT-SW-03,RD-MNF-WTP-OT-SW-03,OT Switch,OT Switch,Cisco,,,,,,,,
Site,MNF-WTP,RD-MNF-WTP-OT-VMD-01,RD-MNF-WTP-OT-VMD-01,NOZOMI,Vulnerability Management,Nozomi Networks,NSG-L-100,,2038BA1485,,,,,
Site,SHM-WTP,RD-SHM-WTP-OT-FW-01,RD-SHM-WTP-OT-FW-01,OT Firewall,OT Firewall,PaloAlto,PA 220,,12801214538,,,,,
Site,SHM-WTP,RD-SHM-WTP-OT-SW-01,RD-SHM-WTP-OT-SW-01,OT Switch,OT Switch,Cisco,,,,,,,,
Site,SHM-WTP,RD-SHM-WTP-OT-SW-02,RD-SHM-WTP-OT-SW-02,OT Switch,OT Switch,Cisco,,,,,,,,
Site,SHM-WTP,RD-SHM-WTP-OT-VMD-01,RD-SHM-WTP-OT-VMD-01,NOZOMI,Vulnerability Management,Nozomi Networks,NSG-L-100,,2038BA1497,,,,,
Site,SLB-WTP,RD-SLB-WTP-OT-FW-01,RD-SLB-WTP-OT-FW-01,OT Firewall,OT Firewall,Palo Alto,PA 220,,12801214664,,,,,
Site,SLB-WTP,RD-SLB-WTP-OT-SW-01,RD-SLB-WTP-OT-SW-01,OT Switch,OT Switch,Cisco,,,,,,,,
Site,SLB-WTP,RD-SLB-WTP-OT-SW-02,RD-SLB-WTP-OT-SW-02,OT Switch,OT Switch,Cisco,,,,,,,,
Site,SLB-WTP,RD-SLB-WTP-OT-SW-03,RD-SLB-WTP-OT-SW-03,OT Switch,OT Switch,Cisco,,,,,,,,
Site,SLB-WTP,RD-SLB-WTP-OT-SW-04,RD-SLB-WTP-OT-SW-04,OT Switch,OT Switch,Cisco,,,,,,,,
Site,SLB-WTP,RD-SLB-WTP-OT-VMD-01,RD-SLB-WTP-OT-VMD-01,NOZOMI,Vulnerability Management,Nozomi Networks,NSG-L-100,,2033BA2882,,,,,
Site,TGC,RD-TGC-OT-FW-01,RD-TGC-OT-FW-01,OT Firewall,OT Firewall,Paloalto,PA 220,,12801214665,,,,,
Site,TGC,RD-TGC-OT-SW-01,RD-TGC-OT-SW-01,OT switch,OT Switch,Cisco,Cisco C1000-24T-4G-L ,C1000-24T-4G-L,FOC2552Y8RS,,15.2(7)E4,,,
Site,TGC,RD-TGC-OT-VMD-01,RD-TGC-OT-VMD-01,NOZOMI,Vulnerability Management,Nozomi Networks,NSG-L-100,,2033BA2863,,,,,
Site,SR02,RD-SR02-OT-FW-01,RD-SR02-OT-FW-01,OT Firewall,OT Firewall,PaloAlto,PA 220,,12801214672,,,-,,This  Firewall is installed in SR02 near to TGE site with TGE IP Schema
Site,TGNW,RD-TGNW-OT-FW-01,RD-TGNW-OT-FW-01,OT Firewall,OT Firewall,Palo Alto,PA 220,,12801214515,,,,,
Site,TGNW,RD-TGNW-OT-VMD-01,RD-TGNW-OT-VMD-01,NOZOMI,Vulnerability Management,Nozomi Networks,NSG-L-100,,,,,,,
Site,TGNW,RD-TGNW-OT-SW-01,RD-TGNW-OT-SW-01,OT Switch,OT Switch,Cisco,,,,,,,,
Site,TGW,RD-TGW-OT-FW-01,RD-TGW-OT-FW-01,OT Firewall,OT Firewall,PaloAlto,PA 220,,12801214540,,,,,
Site,TGW,RD-TGW-OT-SW-01,RD-TGW-OT-SW-01,OT Switch,OT Switch,Cisco,,,,,,,,
Site,TGW,RD-TGW-OT-VMD-01,RD-TGW-OT-VMD-01,NOZOMI,Vulnerability Management,Nozomi Networks,NSG-L-100,,2033BA2858,,,,,
Site,WAS-WTP,RD-WAS-WTP-OT-FW-01,RD-WAS-WTP-OT-FW-01,OT Firewall,OT Firewall,Paloalto,PA 220,,12801214545,,,,,
Site,WAS-WTP,RD-WAS-WTP-OT-SW-01,RD-WAS-WTP-OT-SW-01,OT Switch,OT Switch,Cisco,,,,,,RD-WAS-WTP-OT-SW-03,,
Site,WAS-WTP,RD-WAS-WTP-OT-SW-03,RD-WAS-WTP-OT-SW-03,OT Switch,OT Switch,Cisco,,,,,,RD-WAS-WTP-OT-SW-01,,
Site,WAS-WTP,RD-WAS-WTP-OT-SW-04,RD-WAS-WTP-OT-SW-04,OT Switch,OT Switch,Cisco,,,,,,RD-WAS-WTP-OT-SW-02,,
Site,WAS-WTP,RD-WAS-WTP-OT-VMD-01,RD-WAS-WTP-OT-VMD-01,NOZOMI,Vulnerability Management,Nozomi Networks,NSG-L-100,,2038BA1494,,,,,
Site,BM-PH2,JD_BM-PH2_LCP-V-01_SW,LCP-V-01 Switch,LCP-V-01 Switch,OT Switch,WAGO,,,,,,,,
Site,BM-PH2,JD_BM-PH2_LCP-V-02_SW,LCP-V-02 Switch,LCP-V-02 Switch,OT Switch,WAGO,,,,,,,,
Site,BM-PH2,JD_BM-PH2_LCP-V-03_SW,LCP-V-03 Switch,LCP-V-03 Switch,OT Switch,WAGO,,,,,,,,
Site,BM-PH2,JD_BM-PH2_LCP-V-04_SW,LCP-V-04 Switch,LCP-V-04 Switch,OT Switch,WAGO,,,,,,,,
Site,BM-PH2,JD_BM-PH2_LCP-V-08_SW,LCP-V-08 Switch,LCP-V-08 Switch,OT Switch,WAGO,,,,,,,,
Site,BM-PH2,JD_BM-PH2_CCTV_SW,CCTV Switch,CCTV Switch,OT Switch,WAGO,,,,,,,,
Site,AK-4,JD_AK-4_LNX-SW,Lanolinx Switch,,OT Switch,Lanolinx,,LNX-602A S3,,,,,,
Site,EX-10,RD-EX10-OT-APN-RTR,RD-EX10-OT-APN-RTR,APN Router,APN Router,Cisco,4300,,,,,-,,
Site,EX-10,RD-EX10-OT-UN-SW,RD-EX10-OT-UN-SW,Unmanged Switch ,SCADA Room Unmanaged Switch,TP Link,,,,,,-,,
Site,HPT,RD-HPT-OT-FW-01,RD-HPT-OT-FW-01,OT Firewall,Firewall,Palo Alto,PA-220,,12801214544,,,,,
Site,EX-17,RD-ET17-OT-SW-02,RD-ET17-OT-SW-02,OT Switch,OT Switch,Cisco,,,,,,,,
Site,AP1-LS,JD-AP1-LS-OT-FW-01,JD-AP1-LS-OT-FW-01,Airport 1 - Lifting Station OT Firewall,Firewall,Palo Alto,PA-220,,012801214542,,,,,
Site,AP1-LS,JD-AP1-LS-OT-SW-01,JD-AP1-LS-OT-SW-01,Airport 1 - Lifting Station OT SCADA Switch,Switch,Cisco,,,,,,,,
Site,WAQ,TF-WAQ-OT-SW-02,TF-WAQ-OT-SW-02,Al Waqadeen OT Field Switch,Switch,Schneider,Connexium,499NMS25101,,,,,,
Site,ST,TF-ST_FMC-01,TF-ST_FMC-01,2-Channel Fast Ethernet to Fiber Media Converter,Fiber Media Converter,Korenix,JetCon 2302,,,,,,,
Site,ST,TF-ST_FMC-02,TF-ST_FMC-02,2-Channel Fast Ethernet to Fiber Media Converter,Fiber Media Converter,Korenix,JetCon 2302,,,,,,,
Site,ST,TF-ST_FMC-03,TF-ST_FMC-03,2-Channel Fast Ethernet to Fiber Media Converter,Fiber Media Converter,Korenix,JetCon 2302,,,,,,,
Site,ST,TF-ST_FMC-04,TF-ST_FMC-04,2-Channel Fast Ethernet to Fiber Media Converter,Fiber Media Converter,Korenix,JetCon 2302,,,,,,,
Site,ST,TF-ST_FMC-05,TF-ST_FMC-05,2-Channel Fast Ethernet to Fiber Media Converter,Fiber Media Converter,Korenix,JetCon 2302,,,,,,,
Site,ARJ,TF_ARJ_AP6_SW,TF_ARJ_AP6_SW,Industrial Ethernet Switch,Switch,Siemens,Scalance X204-2LD,,,,,,,
Site,ARJ,TF_ARJ_AP7_SW,TF_ARJ_AP7_SW,Industrial Ethernet Switch,Switch,Siemens,Scalance X204-2LD,,,,,,,
Site,ARJ,TF_ARJ_AP5_SW_01,TF_ARJ_AP5_SW_01,Industrial Ethernet Switch,Switch,Siemens,Scalance X204-2LD,,,,,,,
Site,ARJ,TF_ARJ_AP4_SW,TF_ARJ_AP4_SW,Industrial Ethernet Switch,Switch,Siemens,Scalance X204-2LD,,,,,,,
Site,ARJ,TF_ARJ_AP3_SW,TF_ARJ_AP3_SW,Industrial Ethernet Switch,Switch,Siemens,Scalance X204-2LD,,,,,,,
Site,ARJ,TF_ARJ_AP2_SW,TF_ARJ_AP2_SW,Industrial Ethernet Switch,Switch,Siemens,Scalance X204-2LD,,,,,,,
Site,ARJ,TF_ARJ_AP1_SW,TF_ARJ_AP1_SW,Industrial Ethernet Switch,Switch,Siemens,Scalance X204-2LD,,,,,,,
Site,ARJ,TF_ARJ_AP5_SW_02,TF_ARJ_AP5_SW_02,Industrial Unmanaged Ethernet Switch,Switch,WAGO,852-103,,,,,,,
Site,MAT,TF_MAT_QAR_WT_RM,TF_MAT_QAR_WT_RM,Qarwa Water Tank Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_QAR_PS_RM,TF_MAT_QAR_PS_RM,Qarwa Pumping Station Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_QAR_IR_RM,TF_MAT_QAR_IR_RM,Qarwa irrigation Tank Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-1_RM,TF_MAT_1PLPS-1_RM,Khalidiyah 1P LPS-1 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-2_RM,TF_MAT_1PLPS-2_RM,Qarwa 1P LPS-2 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-3_RM,TF_MAT_1PLPS-3_RM,Mathnah 1P LPS-3 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-4_RM,TF_MAT_1PLPS-4_RM, Maashl 1P LPS-4 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-5_RM,TF_MAT_1PLPS-5_RM,Aqlq  1P LPS-5 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-6_RM,TF_MAT_1PLPS-6_RM,Sakafa  1P LPS-6 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-7_RM,TF_MAT_1PLPS-7_RM,Arryan 1P LPS-7 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-8_RM,TF_MAT_1PLPS-8_RM,Shifa 1P LPS-8 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-9_RM,TF_MAT_1PLPS-9_RM,Nafsla 1P LPS-9 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-10_RM,TF_MAT_1PLPS-10_RM,Ashutbah 1P LPS-10 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-11_RM,TF_MAT_1PLPS-11_RM,Falasteen 1P LPS-11 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-12_RM,TF_MAT_1PLPS-12_RM,Nakhab 1P LPS-12 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-13_RM,TF_MAT_1PLPS-13_RM,Qumrya 1P LPS-13 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-14_RM,TF_MAT_1PLPS-14_RM,Ganobya 1P LPS-14 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-15_RM,TF_MAT_1PLPS-15_RM,Amir Bunder 1P LPS-15 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_1PLPS-16_RM,TF_MAT_1PLPS-16_RM,Jabl Baslm 1P LPS-16 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_2PLPS-1_RM,TF_MAT_2PLPS-1_RM,Ahdaf 2P LPS-1 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_2PLPS-2_RM,TF_MAT_2PLPS-2_RM,Auda 2P LPS-2 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_3PLPS-1_RM,TF_MAT_3PLPS-1_RM,Sadad 3P LPS-1 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_3PLPS-2_RM,TF_MAT_3PLPS-2_RM,New Ashutbah 3P LPS-2 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_4PLPS-1_RM,TF_MAT_4PLPS-1_RM,Malllk 4P LPS-1 Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_MAT_PS_RM,TF_MAT_MAT_PS_RM,Mathna Pumping Station Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_WAS_FM_RM,TF_MAT_WAS_FM_RM,Al-Washaa Flow Meter Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_MAS_PS_RM,TF_MAT_MAS_PS_RM,Massarah Pumping Station Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_NS_T_RM,TF_MAT_NS_T_RM,North Shahda Tank Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_N_IT_RM,TF_MAT_N_IT_RM,North Irrigation Tank Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_PB_T_RM,TF_MAT_PB_T_RM,Prince Bunder Tank Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_S_PS_RM,TF_MAT_S_PS_RM,Sultan Pumping Station Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_MAIN_STP_RM,TF_MAT_MAIN_STP_RM,Main STP (Qarwa) Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
Site,MAT,TF_MAT_PS_STP_RM,TF_MAT_PS_STP_RM,prince Sultan STP Motorola 2-Way Radio Modem,Radio Modem,Motorola,Radius CM200,,,,,,,
